char	pengim	annot
狨	rong5	
獅	sai1	
㹭	hi6	
獨	dok8	
獪	guai3	
猙獰	zeng1 leng5	
狠	hvng2	
猻	sung1	bound
狺	ngvng5	
狼	lang5	
狼犺	lang5 hang1	文
狼犺	lo5 ho1	白
狼犺	la5 ha1	又
狴犴	bi2 ngang6	
狴犴	bi2 gang1	俗
𤞚	siau2	
狸	li5	文
狸	lai5	白
狷	giang3	
獫狁	hiam2 rung2	
狳	v5	
猁	li6	
狻猊	suang1 ngi5	
峱	nau5	
猄	gian1	
猝	zui6	
猜	cai1	
豬	dv1	
獵	lah8	
貓	ngiau1	
貓	bha5	又
貓	mau1	
猗	i1	
猇	hau1	
猖	ciang1	
玀	lo5	
猞猁	sia3 li6	
猊	ngi5	bound
獼	ni2	
猛	meng2	文
猛	men2	白
猢猻	hu5 sung1	
猹	za1	
猰	iak4	
䝟	iak4	
猩	seng1	
猥	ui2	
猬	ui2	
猾	guk8	
猴	gau5	
猱	nau5	
猱	riu5	俗
猸	bhai5	
獉	zing1	
猿	uang3	
猨	uang3	
獐	ziang1	
麞	ziang1	
獍	geng2	
獠	liau5	
獗	kiak4	
獴	mong5	
獺	tuah4	
獾	huang1	
獾	guang3	俗
貛	huang1	
貛	guang3	俗
飣	deng3	
饑	gi1	
飥	toh4	
餳	ceng5	
飩	tung1	
餼	hi3	
飪	rim2	
餁	rim2	
飫	v3	
飭	tek4	
飯	huang6	文
飯	bung7	白
飲	im2	
飲	am2	
餞	ziang2	
飾	sek4	
飽	ba2	
飼	ci7	
飿	tuk4	
飴	i5	
餃	giau2	
餏	i1	
餅	bian2	
饒	riau5	
餌	ri7	
餌	rv6	又
蝕	sih8	
餄餎	hah4 lok8	
餉	hiang3	
餎	lok8	
餑餑	buak8 buak8	
餖飣	dou6 deng3	
餔	bu1	文
餔	bou1	白
餒	nui2	
餒	nue2	又
餓	gho7	
餕	zung3	
館	guang2	
餜	gue2	
餛飩	hung5 tung1	
餡	an7	
餷	za1	
餬	hu5	
餿	siau1	
䭔	dui1	
饞	cam5	
餶飿	guk4 tuk4	
饋	kui6	
餾	liu3	
饈	siu1	
饁	kap4	
饃	mo1	
饝	mo1	
餺飥	pak4 toh4	
饉	gvng2	
饅	bhuang6	
饊	suan3	
饌	zuang6	
饘	ziang1	
饐	i3	
饢	lang2	
歸	gui1	
錄	lok8	
彗	hui6	
篲	hui6	
彘	di6	
彝	i5	
屍	si1	
尻	kau1	
尻	ka1	白
尻	ga1	又
尼	ni5	
層	zang5	
屁	pi6	文
屁	pui3	白
尿	rio7	
尿	sui1	
屓	hi3	
屭	hi3	
屭贔	hi3 bi6	
尾	bhue2	
局	gek8	
局促	gek8 cok4	
屜	ti3	
居	gv1	
居	gi1	
屆	gai3	
屈	kuk4	
屈	kuk8	
屏	ping5	
屏	ping2	
屎	sai2	
屋	ok4	
展	diang2	
屑	siak4	
屑	suk4	又
屐	giah8	
屙	o1	
屠	dou5	
㞘	dok4	
屢	lu2	
屬	sok8	
屬	zok4	
屩	giok4	
屩	giau2	又
孱	cang1	
孱	cang3	
屣	si2	
屨	gi6	
履	li2	
羼	cang6	
己	gi2	
己	gi7	
已	in2	
巳	zi6	
巴	ba1	
弓	geng1	
引	ing2	
弘	hong5	
弛	si2	
張	dion1	白
張	ziang1	文
弦	hin5	
絃	hin5	
弧	hu5	
弤	di2	
彌	ni2	
彌漫	ni2 bhuang2	
弩	no3	
彎	uang1	
弭	ni2	
弱	riak8	
弶	kiang3	
彈	tang5	文
彈	duan7	又
弼	bik8	
強	kiang5	
強	kiang3	
強	ion5	
強	giang2	
強	giang6	
彍	kuak4	
子	zv2	
孕	reng6	
存	cung5	
孫	sung1	
孫	svng1	
孖	ma1	
孛	buak8	
孝	hau3	文
孝	ha3	
孚	hu1	
孜	zv1	
學	hak8	文
學	oh8	白
學	he6	
孟	meng6	
孤	gou1	
孤拐	gou1 guai2	
孢	bau1	
𡥘	cua7	
孥	no5	
孥	nou5	又
孩	hai6	
孿	luang5	
孳	zv1	
孺	ru5	
女	nvng2	
奶	nai2	文
奶	ni6	白
嬭	nai2	文
嬭	ni6	白
奴	nou5	
奴	nou1	
妝	zvng1	
妝	zuang1	又
粧	zvng1	
粧	zuang1	又
妄	bhuang2	
姦	gang1	
奸	gang1	
如	ru5	
妁	ziak4	
𡚸	bhou2	
嬤	bhou2	
婦	hu6	文
婦	bu6	白
妃	hui1	
她	ta1	
好	ho2	白
好	haun3	
好	hau2	文
媽	ma1	
媽	ma5	又
媽	ma2	
妨	huang5	
嬀	gui1	
妒	gou3	
妬	gou3	
妍	ngiang5	
嫵	bhu2	
嫗	u2	
妓	gi6	
妙	miau6	
妗	gim6	
妥	to2	
妊	rim6	
妖	iau1	
姊	zi2	
姒	sv6	
妤	v5	
妣	bi2	
妞	niu2	
妾	ciap4	
妺	muak8	
妹	mue7	
妹	mue6	又
妻	ci1	
妻	ci3	
姑	gou1	
妲	dak4	
妲	tang2	俗
姐	ze2	
姐	zia2	
妯娌	dek8 li2	
姓	sen3	
妷	ik8	
姈	nen1	
姍	sang1	
始	si2	
妮	ni5	
姆	m2	
奼	teh8	
孌	luang5	
姣	giau1	
姿	zv1	
薑	gion1	白
薑	giang1	文
姘	peng1	
婁	lu5	
娃	ua1	
姥	m2	
姥	lau2	
婭	a3	
耍	svng2	
姨	i5	
姨	ai5	
嬈	riau5	
嬈	riau2	
姻	ing1	
姚	io5	
姝	su5	
嬌	giau1	
娜	no5	
娑	so1	
嫺	hiang5	
娣	di6	
娘	niang5	文
娘	nion5	白
姬	gi1	
娝	pai2	
娌	li2	
娟	giang1	
媧	o1	
娛	u5	
娉婷	peng3 deng5	
娖	cok4	
娥	ngo5	
娩	miang2	
娓娓	mui2 mui2	
娭毑	ai1 zia2	
婀	o1	
婆	pua5	
婆	bo5	
嬸	sim2	
婉	uang2	
嬋	siam5	
嫏嬛	lang5 huang5	
婞	heng6	
婊	biau2	
婼羌	riak8 giang1	
婕妤	ziap8 v5	
娶	cu2	
娶	cua7	俗
婪	lam5	
嫿	ueh8	
婓	hui1	
娼	ciang1	
嬰	eng1	
婢	bi6	
婚	hung1	
婷	deng5	
𡟓	ai5	方
媒	bhue5	
㜁	za1	方
媼	au2	
媼	ung2	俗
媛	iang5	
嫂	sau2	文
嫂	so2	白
嬃	su1	
婺	bhu6	
婿	sai3	
媚	mi6	
嫁	ge3	
嬪	bing3	
嫉	zik8	
嫌	hiam5	
媾	gou3	
嫫	mo5	
嫄	nguang5	
嬡	ain3	
嬡	ai5	
媱妷	iau5 ik8	
媳	sek4	
媲	pi3	
媸	ci1	
嫜	ziang1	
嫡	diah4	白
嫡	dek8	文
嫠	li5	
嬙	ciang5	
嫩	lung3	
嫖	piao5	
嫣	iang1	
嫕	i3	
嫦	siang5	
嫚	bhuang2	
嫘	lui2	
嬉	hi1	
嫛婗	i1 ngi5	
嬜	an5	
嬗	siang5	
嬖	pi3	
嬤	ma1	
嬤	bhou2	
嬲	niau1	
嬲	hiau5	俗
嬿	iang3	
孀	svng1	
孅	ciam1	
幺	iau1	
幻	huang3	
幼	iun3	
糾	giu6	
纊	kuang3	
紆	u1	
紅	ang5	白
紅	hong5	文
紅	gang1	
紂	diu6	
縴	ciang1	文
縴	kang1	白
纖	ciam5	
纖	ciam1	又
紇	hek	
紇	ngvk4	俗
紈	iang5	
約	ioh4	白
約	iauh4	幼
約	iak4	文
級	kip4	
紀	gi2	
紉	rim2	文
紉	nvng5	白
紋	bhung5	
紋	mung7	
紡	pang2	白
紡	huang2	文
紵	diu6	
緯	ui2	
緯	hui7	
紜	ung5	
紘	hong5	
純	sung5	
綱	gang1	
納	nap8	
縱	zong3	
紛	hung1	
紗	se1	
紗	sa1	又
紝	rim6	
綸	lung5	
綸	guang1	
紙	zua2	
帋	zua2	
紓	su1	
紕	pi1	
紕	bi2	俗
紐	niu2	文
紐	nau6	
紖	ding6	
絆	puang3	
絆	puang5	俗
紺	gam1	
紲	siap8	
絏	siap8	
綫	suan3	
紱	huk4	
練	liang7	
織	zik4	
織	zeh4	又
織	ciah4	
組	zu1	
紳	sing1	
細	soi3	
紬	tiu1	
紬	diu5	
褧	guang2	
絅	guang2	
絁	si1	
終	zong1	
經	geng1	
經	gian1	白
經	geng1	文
經	gen1	
紿	dai6	
紼	huk4	
絀	cuak4	
絀	zuah8	又
絀	cuah4	
紹	siau6	
繹	ek8	
縐	riau3	
縐	niau3	又
絞	ga2	
統	tong2	
綁	bang2	
結	gak4	
結	gik4	又
絨	rong5	
繨	dak8	
繞	riau3	
絰	diak4	
給	gip4	
繑	giau2	
絎	hang5	
絳	gang3	
絡	lok8	
繪	guai3	
絕	zoh8	
絢	hiang3	
絢	sung1	俗
繼	gi3	
綈	ti5	
綆	gen2	
綃	siau1	
絹	giang3	
絹	giang1	俗
綏	sui5	
綏	sui1	
絺	hi1	
繡	siu3	
綼	bin6	
縧	tau1	
綜	zong1	
綜	zong3	
綻	deng6	
綰	uang2	
綣	kuang2	
𦅇	svng1	
績	zeh4	
綾	leng5	
緒	su2	
緅	zu1	
續	sok8	
綺	i2	
緋	hui1	
綽	ciak4	
緄	gung2	
繩	sing5	
綬	siu6	
繃	bang1	
繃	bang2	
綹	liu2	
綢	diu5	
綢繆	diu5 niu5	
維	rui5	
維	rui6	又
綿	miang5	文
綿	min5	白
緜	miang5	文
緜	min5	白
綠	lek8	
緇	zv1	
綴	due3	白
綴	cuak4	文
締	ti3	
縷	lu2	
編	piang1	
緙	gek4	
緗	siang1	
緘	kiam5	
緬	miang2	
緬	miang5	又
緪	geng1	
纜	nam2	
緲	miau2	
緹	ti5	
縕	ung2	
繢	guai3	
緝	cip4	
緦	sv1	
緩	huang2	
緩	mang7	訓
緞	dvng7	
線	suan3	
縋	dui7	
縋	tui7	又
緱	gau1	
緣	uang5	
緡	ming5	
縭	li5	
褵	li5	
繽紛	bing1 hung1	
縗	sui1	
縞	gau2	文
縞	go2	白
纏	din	白
纏	cang5	文
縑	giam1	
縊	i3	
縊	ek4	又
縛	bak8	
縝	ziang2	
縟	rok8	
縉	zing3	
縫	pong5	白 (to stitch)
縫	hong5	文 (to stitch)
縫	pang7	(crack, seam)
⿰糸屖	tin7	(to sew)
縮	sok4	
縹	piau1	
繆	mok8	
繆	niu5	
繆	niu6	
縵	bhuang2	
縲	lui5	
纓	eng1	
繅	cau5	
繕	siang6	
繒	zeng1	
纈	kiak4	
繚	liau5	
韁	giang1	
繾綣	kiang2 kuang2	
㡑	ciau1	
繯	huang5	
繳	giau2	
繳	ziak4	
䌥	eng2	
纘	zang3	
馬	bhe2	
馬	ma2	
馭	ghv6	
馱	to5	
馴	sung5	
馳	ci5	
驢	lv5	
驅	ku1	
駁	boh4	
駮	boh4	
駃騠	guak4 ti5	
駝	toh8	
駐	zu6	
駓	pi1	
駔	zang2	
駛	sai2	
駉	giong1	
駟	sv3	
駙	hu6	
駒	ku1	
騶	zou1	
驛	iah8	
駘	tai5	
駑	no3	
駕	ge3	
駭	hai6	
駢	beng6	
驍	hiau1	
罵	me7	
駧	dong7	
駰	ing1	
驕	giau1	
驊	hua1	
駱	lok8	
駱	loh8	(camel)
驫	bio1	
驪	li5	
騂	sing1	
騁	peng3	
驗	ngiam7	
駿	zung3	
騃	ngai5	
駸	cim5	
驒	to5	
騏	ki5	
騎	kia5	
騎	kia3	又
騑	hui1	
騍	ko2	
騅	zui1	
驂	cam1	
騄	lok8	
騙	piang3	
剨	uak8	
騞	uak8	
騠	ti5	
騣	zong1	文
騣	zang1	白
騌	zong1	文
騌	zang1	白
騢	hia5	
騭	tek4	
騷	sau1	
鶩	bhu6	
騸	siang3	
驁	ngau6	
驀	mek8	
騮	liu5	
駠	liu5	
驃	piau1	
騾	lo5	
驄	cong1	
驈	gik4	
驏	cang2	
驔	diang6	
驟	zou6	
驥	gi6	
驤	siang1	
驩	huan1	
甾	zai1	
邕	iong1	
巢	cau5	
傑	giak8	
炁	ki3	
點	diam2	
烈	liak8	
熱	riak8	文
熱	ruah8	白
烝	zeng1	
烹	peng1	
燾	dau2	
燾	tau5	又
焉	iang1	
焉	iang7	
煮	zv2	
然	riang5	
焦	ziau1	
煎	ziang1	
煎	zuan1	
照	zio3	
照	cio7	方
煦	hu6	
煞	suah4	
熙	hi1	
燻	hung1	
燻	hvng1	又
熊	hing5	
熟	zek8	
熬	ngau5	
爊	ngau5	
熹	hi1	
燕	in3	白
燕	iang3	文
燕	iang1	
斗	dou3	文
斗	dau3	白
鬥	dau2	
戽	hou3	
斜	sia5	
斜	sia1	又
斛	hok8	
斝	gia2	
斟	zim1	
斠	ga3	
斢	tiu3	方
文	bhung5	
齊	ci5	文
齊	zoi5	白
吝	liang6	
齋	ze1	
斌	bing1	
斐	hui1	
斐	hui2	又
齏	zi1	
斕	lang5	
方	bang1	
方	huang1	文
方	hvn1	白
方	hvn1	
方	bung1	
於	e1	
於	i1	又
於	u1	
施	si1	
旁	pang5	
旄	mau5	
旃	ziang1	
旅	lv2	
旅	li2	又
旂	gi5	
旆	pai3	
旟	v5	
旌	seng1	
族	zok8	
族	zak8	方
旎	ni5	
旋	suang5	
鏇	suang5	
旐	diau6	
旒	liu5	
旗	gi5	
旖旎	i2 ni5	
火	hue2	
滅	mik8	
灰	hu1	
灰	hui1	
燈	deng1	
灱	da1	
災	zai1	
竈	zau3	
燦	cang3	
灼	ziak4	
灸	gu3	
靈	leng5	
煬	iang5	文
煬	ion5	白
炧	sia6	
炧	to6	又
炆	bhung1	
炕	kang3	
炕	kang1	
炎	iam7	
爐	lou5	
煒	ui2	
炬	gv6	
燉	dung6	
炒	ca2	
熗	cang3	
炙	zia3	
炊	cue1	
炔	guak4	
炷	zu6	
炷	zu3	又
衒	hiang5	
爛	lang6	
爛	nuan7	白
熒	eng5	
炳	beng2	
鍊	liang7	
炯	guang2	
熾	zi3	
熾	zik4	俗
畑	tiang5	
烀	hu1	
炸	za3	
炸	zah8	
炵	tang1	方
爍	iak4	
炮	pau3	
烴	teng1	
炤	zio3	
炱	tai5	
烊	ion5	白
烊	iang5	文
燙	tvng3	
烤	kau2	
烘	hong5	
烘	hong1	
烜	hiang2	
燒	sio1	
燭	zek4	
烔	tong5	
煙	ing1	
烙	lok8	
烙	luah4	方
燴	hue6	
燁	iak4	
燼	ziang2	
燖	cim5	
烷	uang5	
燜	bhung1	
烺	lang6	
烳	bu5	方
焐	u3	
焊	hang2	
烯	hi1	
焓	ham5	
烽	hong1	
煥	huang3	
焌	cuk4	
焌	zung3	
焥	uak8	
焙	bue7	
焱	iam7	
焚	ung5	
焜	kung1	
焰	iam7	
焯	doh4	
焯	cok4	
㶿	buak8	
𤊹	buak8	
煸	piang1	
煤	bhue5	
煠	sah8	方
煳	hu5	
煏	bek4	方
煜	hiok4	
熅	ung1	
煨	ui1	
煅	duang3	
煲	bau1	
煲	bu5	
煲	bou5	
煌	huang5	
煣	riu5	
煺	tvng3	
煆	hian5	
熔	ion5	
熔	iong5	文
熇	ho1	方
熇	hoh4	
煽	siang3	
熄	sek4	
熄	sik4	又
熘	liu1	
熥	tang1	
熵	siang1	
熯	hang1	
熳	bhuang2	
熠	sip8	
熨	uk4	
燧	sui5	
燎	liau5	
燚	ik8	
燔	puang1	
燠	hiok4	
燠	au3	又
熻	hip4	
燃	riang5	
燏	luk8	
燥	cau3	
燹	siang2	
爆	bau6	
爆	pok4	方
爔	hi1	
爚	iak4	
爨	cuang3	
心	sim1	
忘	bhuang5	
忑	tek4	
志	zi3	
誌	zi3	
忒	tek4	
忐忑	tang2 tek4	
忌	gi6	
忍	rim2	文
忍	lung2	白
態	tai3	
忠	dong1	
慫	song2	
念	niam6	
唸	niam7	
忿	hung2	
忽	huk4	
總	zong2	文
總	zang2	方
思	sv1	
思	si1	方
怎	za2	
怹	ta1	
怨	uang3	
急	gip4	
怠	dai6	
懟	dui3	
怒	no7	
怒	no3	又
戀	luang3	
恣	zv3	
恙	iang6	
恝	kiak4	
恝	giak4	又
惡	ak4	
惡	u3	
惡	v3	
惡	u1	訓 (=鳥)
恚	hui3	
恐	kiong2	
恧	nek8	
慮	lv6	
恩	vng1	
恁	rim2	
恁	ning2	方
息	sek4	
懇	kvng2	
恕	su3	
愨	kak4	
懸	hiang5	文
懸	ngui5	白
懸	huin5	方
懸	guin5	方
患	huang6	
悉	sek4	
悠	hiu1	
您	lv2	
恿	iong3	
惹	ria2	
惎	gi6	
惑	hok8	
惠	hui6	
悲	bui1	
懲	teng2	
意	i3	
慈	cv5	
想	sion6	白
想	siang2	文
感	gam2	
愚	ngo5	
愈	ru2	
癒	ru2	
愁	cou5	
愆	kiang1	
愍	miang2	
愬	su3	
慝	tek4	
願	nguang6	
愿	nguang6	
憋	bih4	
慧	hui6	
慭	ngvng3	
憨	ham1	
慰	ue3	
憩	ki3	
懣	bhung7	
懃	kvng5	
懋	mou6	
戇	gong3	
戶	hou6	
啓	ki2	
房	bang5	
戾	li6	
扁	biang2	文
扁	bin2	白
扁	piang1	
扃	keng5	
扆	i2	
扅	i5	
扇	sin3	
扇	siang3	
扈	hu6	
扊扅	iam7 i5	
扉	hui1	
僱	gou3	
禮	li2	文
禮	loi2	白
禨	gi1	
礽	reng5	
社	sia6	
祀	sv6	
祊	bang1	
祅	hvng1	
祅	siang1	又
禕	i1	
祉	zi2	
視	si7	
視	si6	又
祈	ki5	
祇	ki5	
祇	zi2	
祛	ku1	
祜	hu6	
祐	iu6	
祓	huk4	
祖	zou2	
神	sing5	
祝	zok4	
祚	zu6	
祗	di1	
襧	ni2	
祠	sv5	
祥	siang5	
祧	tiau1	
禎	zeng1	
禱	dau2	
禍	hua6	
礻+尋	cim5	
禪	siang5	
祺	ki5	
祼	guang3	
祿	lok8	
禘	ti3	
禊	hi6	
福	hok4	
禔	ti5	
禚	ziak4	
禤	hiang1	
禤	hvng1	又姓
禧	hi1	
禳	riang2	
王	uang5	
王	heng5	
王	uang6	
玉	ghek8	
玎	deng1	
璣	gi1	
玕	gang1	
玖	gau2	白
玖	giu2	文
瑒	iang5	
瑪瑙	ma2 nau2	
玩	nguang2	
翫	nguang2	
瑋	ui2	
環	huang5	
琊	ghe5	
現	hing7	
玠	gai3	
瑲	cang1	
玫瑰	bhung5 gui3	
玥	ghueh8	
玦	guak4	
珏	gak4	
琺琅	huak4 lang5	
珂	ko1	
珂㼈	ko1 lo1	
瓏	long5	
玷	diam1	
珅	sing1	
玲	leng5	
珍	diang1	
玳瑁	dai3 mau6	
珀	pek4	
珊	sang1	
珉	ming5	
玻璃	bo1 li5	
珈	gia1	
璗	dang6	
班	bang1	
班禪	bang1 siang5	
琿	hung5	
琿	hui1	
瑩	eng5	
珥	ri7	
珙	gong2	
頊	hiok4	
璫	dang1	
珧	iau5	
珠	zu1	
珠	ziu1	方
珽	teng2	
珞	lok8	
璽	rv2	
珩	hang5	
珣	sung5	
琤	zeng1	
琉璃	liu5 li5	
望	mo7	
望	bhuang6	
琅	lang5	
璡	zing1	
球	giu5	
毬	giu5	
璉	liang5	
瑣	so2	
理	li2	
琇	siu3	
珺	gung6	
琮	zong1	
琬	uang2	
琯	guang2	
瓊	kuang5	
斑	bang1	文
斑	boin1	白
琰	iam2	
琛	dim1	
琫	bang2	
琵琶	bi5 be5	
琴	kim5	
琶	be5	
琪	ki5	
瑛	eng1	
琳	lim5	
琦	ki5	
琢	doh4	
琥珀	houn2 pek4	
琨	kung1	
㼈	lo5	
琚	gv1	
瑄	suang1	
瑟	sek4	
瑚	hu5	
瑁	mau6	
瑞	sui6	
瑗	iang6	
瑜	ru5	
瑰	gui3	
瑕	hia5	
瑙	nau2	
璃	li5	
瑭	tang5	
瑱	diang1	
瑮	liak8	
璦琿	ain3 hui1	
瑤	iau5	
璋	ziang1	
璇	suang5	
璇	suang7	又
瑾	gvng2	
璜	huang5	
璀	cui1	
瓔珞	eng1 lok8	
璆	kiu5	
璘	ling5	
璞	pok4	
璟	geng2	
璠	puang1	
璱	sek4	
璨	cang3	
璩	kv5	
璐	lu6	
璧	biah4	
瓌	gui3	
瓚	zang3	
璺	mung7	
瓖	siang1	
瓘	guang3	
韋	ui2	
韋	ui5	
韌	ring2	文
韌	rung7	白
韓	hang5	
韍	huk4	
韙	ui2	
韞	ung2	
韛	bi6	
韜	tau1	
木	bhak8	
術	suk8	
朮	duk8	
札	zak4	
箚	zak4	
朽	hiu2	
僕	pok4	
僕	pia1	
雜	zap8	
機	gi1	
機	gui1	方
朵	do5	
朹	ciu5	
權	kuang5	
芒果	mang5 guen2	
杆	guan1	
桿	guan1	
槓	gang3	
槓	gong3	
杜	dou6	
杖	ziang6	
杌	uk4	
村	cvng1	
邨	cvng1	
材	cai5	
杏	heng6	
杉	sam1	
杓	ziak4	
杓	ciah4	又
條	diau5	
極	gek8	
杈	ce1	
楊	iang5	文
楊	ion1	白姓
杞	gi2	
李	li2	
枓	dau2	
枓	diu2	
杭	hang5	
枋	bang1	
枕	zim2	
枉	uang2	
林	lim5	
林	na5	方
柿	pue3	方
枝	gi1	
樞	ku1	
杯	bue1	
櫃	guin7	
柜	gv2	
櫪	leh8	
杪	miau2	
杳	miau2	
果	guen2	
菓	guen2	
果	guan2	
果	ko2	方
枘	rue6	
棡	gang1	
梘	gang2	
采	cai2	
採	cai2	
松	song5	文
松	seng5	白
鬆	song1	文
鬆	sang1	白
杵	su2	
棖	ceng5	
枚	bhue5	
析	sek4	
板	bang2	
板	boin2	方
槍	cion1	
鎗	cion1	
樅	cong1	
樅	zong1	
梟	hiau1	
構	gou3	
楓	bung1	
楓	bang1	又
杼	diu2	
杼	su2	又
枇杷	bi5 be5	
杷	be5	
柒	cik4	
染	riam2	文
染	ni2	白
檸檬	leng5 mong5	
檸檬	nang5 mong2	
柁	to5	
柁	dua6	
柱	tiau6	
柿	sai6	
欄	lang5	
柈	bang3	
枰	peng5	
標	piau1	
標	bio1	
棧	zang3	
柰	nai6	
某	mong2	
柑	gan1	
枯	gou1	
枯	kou1	
櫛	zak4	
柯	ko1	文
柯	gua	白
柄	ben3	
櫳	leng5	
柘	zia3	
棟	dong3	
柩	giu6	
櫨	lu5	
查	ce5	
查	za1	
枵	iau1	
柚	iu5	
柚	iu7	
枳	zi2	
柮	duk8	
柞	za3	
柏	beh4	
栢	beh4	
柢	di2	
櫟	leh8	
櫟	iak4	
枸杞	gau2 gi2	
枸橘	gau1 gik4	
枸櫞	gv2 uang5	
柵	zah8	
柵	sang1	
柳	liu2	
枹	pu5	
樹	ciu7	白
樹	su6	文
檉	ceng1	
枲	si2	
枷	ge5	
架	ge3	
桉	ang1	
案	uan3	白
案	ang3	文
欒	luang5	
槳	zion2	
校	hau6	
校	ga3	
樁	zuang1	
核	hek4	
覈	hek4	
核	huk8	
樣	ion7	
栟	beng6	
栟櫚	beng6 lv5	
梆	bang1	
桂	gui3	
桔	gik4	
栳	lau2	文
栳	lo2	白
栲	kau2	
栲栳	kau2 lau2	文
栲栳	ga1 lo2	白
椏	a1	
栱	gong2	
栱	giong2	又
桓	huang5	
棲	ci1	
栖	si1	
栗	liak8	
栗	lak8	又
橈	rio5	
桎	diak4	
框	kuang1	
桄	guang1	
桄	kuang6	
桄榔	guang1 lang5	
檔	dang3	
柴	ca5	
桌	doh4	
楨	zeng1	
桐	tong5	文
桐	tang5	白
榿	ki1	
桃	to5	
桃	do5	
栓	cuang5	
栓	svng1	方
檜	guai3	
株	zu1	文
株	du1	白
梃	teng2	
梃	teng3	文
梃	ten3	白
栝	guak4	
栝樓	guak4 lau5	
橋	gio5	
栿	hok8	
樺	hua5	
桕	ku6	
桁	en5	
桀	giak8	
格	geh4	
栘	i5	
桅	ui5	
栒	sung5	
栩	hu2	
𣟵	hia1	方
桑	svng1	
根	gvng1	
梁	nie5	白
梁	liang5	文
梓	zv2	
梳	siu1	
棁	zuak4	
梯	tui1	
梂	giu5	方
桲	buak8	
梽	zi3	
梗	gen2	
梧	ngo5	
梵	huang6	
梵	huang5	又
械	hai6	
欐	li6	
梢	sau1	
桯	teng1	
桴	pu5	
梏	kok4	
檢	giam2	
梨	lai5	
棃	lai5	
梅	bhue5	
楳	bhue5	
桷	gak4	
桶	tang2	
梭	so1	
櫺	leng5	
欞	leng5	
樳	cim2	
棕	zang1	
棺	guan1	
槨	guak4	
榔	lang5	
棨	ki2	
棒	bang6	白
棱	leng5	
棱	leng7	
楮	du2	
棋	gi5	
椰	ia5	
植	sik8	
森	siam1	
櫝	dok8	
棫	hok8	
椓	doh4	
椅	in2	
椅	i1	
槧	ziam6	
棑	bai5	
椒	zio1	
棹	zau6	
棵	ko2	
棍	gung3	
棰	cue5	
椥	di1	
椎	zui1	
椎	dui1	
棉	mi5	
椑	bi1	
棚	ben5	
椆	diu5	
棣	di6	
橢	to2	
櫸	gv2	
楦	suang1	
櫬	cing3	
椸	i5	
櫚	lv5	
槎	za1	
樓	lau5	
楔	siak4	
楔	kiak4	古
椿	cung1	
椹	diam1	
椹	sim6	
椹	sim1	又
楠	nam5	
楂	za1	
楝	liang7	文
楝	noin7	白
椷	ham5	
楷	kai2	
楷	gai1	
欖	nam2	文
欖	na2	白
楫	cip4	
榀	bing2	
榾柮	guk4 duk8	
榆	ru5	
楸	ciu1	
椴	dvng7	
槐	huai5	
槌	tui5	
楯	sung2	
概	kai3	
概	gai3	
楣	bhai5	
楹	en5	
椽	uang5	
榕	iong5	文
榕	seng5	白
榨	za3	
檳	bing1	
檳榔	bing1 lang5	文
檳榔	bing1 no5	白
榜	bang2	
槁	gau2	文
槁	go2	白
槁	kau2	方
榱	sui1	
槊	suak4	
㮾	lang5	
櫧	zu1	
榷	kak4	
榛	zing1	
榧	hui2	
檟	gia2	
榼	kap8	
模	mo5	
模	mo5	文
模	bhou5	白
榻	tap4	
檻	gam3	
檻	kam3	
榫	sung2	
檇李	zui3 li2	
榭	sia7	
榭	zia7	又
槔	gau1	
槃	puang5	
榴	liu5	
樟	ziang1	文
樟	zion1	白
樟	zvng1	方
槺	kang1	
槥	hui6	
檣	ciang5	
槿	gvng2	
橫	huen5	
橫	huen7	
槽	zo5	
槭	cek4	
樘	tang5	
槯	cue5	
櫻	eng1	
橡	cion6	
櫫	zu1	
槲	hok8	
橄欖	gan2 na2	白
橄欖	gam2 lam2	文
樽	zung1	
橂	doin7	
樾	uak8	
檠	keng5	
橐	tak4	
橛	kiak4	
橛	gueh8	
櫥	du5	
檎	kim5	
橇	kiau1	
橇	giau6	俗
樵	ziau1	
櫓	lu2	文
櫓	lou2	白
櫓	lou6	方
橙	ceng5	
橘	gik4	
樨	si1	
樨	sai1	又
櫞	uang5	
櫞	vn5	
檩	lim2	
檀	tang5	
檬	mong5	
檬	mong2	又
檑	lui5	
檄	gek4	
檐	siam5	
檐	zin5	方
檞	goi2	
檗	beh4	
欂	boh8	
犬	kiang2	
狀	zuang6	
狀	zvng7	
狀	zo6	方
猷	iu5	
獻	hiang3	
獒	ngau5	
歹	dai2	
殲	ciam1	
歿	mok8	
殘	cang5	
殂	zu1	
殃	iang1	
殄	ziang2	
殤	siang1	
殆	dai6	
殊	su5	
殉	sung5	
殞	ung2	
殞	ung6	又
殍	biau2	
殮	niam2	
殫	dang1	
殖	sik8	
殛	gek4	
殨	kui6	
殯	bing3	
殯	bing1	俗
殣	gvng2	
殪	i3	
車	cia1	
車	gv1	
軋	iak4	
軋	ak4	又
軋	zak4	
軋	gak4	
軌	kui2	
軒	hvng1	
軑	dai6	
軏	uk4	
軎	ue3	
軔	rim2	
轉	zuang2	
轉	dvng2	方
軛	eh4	
輪	lung5	
軟	nvng2	
轟	hong1	
軲轆	gu1 lu5	
軻	ko1	
轤	u5	
軸	dek8	
軤	hu1	
軫	ziang2	
軼	ik8	
轢	leh8	
軺	iau5	
輕	king1	
