滴	dih4
啇	dih4
碟	dih8
鍀	dik4
得	dik4
直	dik8
鴆	dim1
酖	dim1
郴	dim1
琛	dim1
燖	dim1
燂	dim1
揕	dim3
掂	dim3
沉	dim5
沈	dim5
朕	dim6
遞	din5
纏	din5
鎮	ding3
藤	ding5
塵	ding5
陣	ding7
鵰	diou1
鯛	diou1
髫	diou1
雕	diou1
貂	diou1
蜩	diou1
苕	diou1
笤	diou1
碉	diou1
汈	diou1
彫	diou1
叼	diou1
刁	diou1
凋	diou1
銱	diou3
窵	diou3
弔	diou3
吊	diou3
條	diou5
旐	diou6
召	diou6
兆	diou6
調	diou7
掉	diou7
岧	diou7
銩	diu1
丟	diu1
酎	diu2
貯	diu2
肘	diu2
杼	diu2
冑	diu2
佇	diu2
綢	diu5
苧	diu6
紂	diu6
籀	diu6
晝	diu6
宙	diu6
敪	do1
敠	do1
多	do1
哆	do1
刀	do1
短	do2
嚲	do2
倒	do2
戴	do3
倒	do3
逃	do5
躲	do5
跺	do5
朵	do5
埵	do5
垛	do5
剁	do5
朵	do6
垛	do6
在	do6
袋	do7
埭	do7
代	do7
踔	doh4
諑	doh4
桌	doh4
啄	doh4
卓	doh4
倬	doh4
擇	doh8
奪	doh8
堤	doi1
底	doi2
題	doi5
蹄	doi5
第	doin6
佃	doin6
𠕇	doin7
靛	doin7
殿	doin7
篤	dok4
築	dok4
筑	dok4
督	dok4
瘃	dok4
琢	dok4
斲	dok4
斫	dok4
黷	dok8
髑	dok8
頓	dok8
逐	dok8
讟	dok8
覿	dok8
纛	dok8
獨	dok8
犢	dok8
牘	dok8
瀆	dok8
涿	dok8
殰	dok8
櫝	dok8
匵	dok8
丼	dom6
鼕	dong1
氡	dong1
東	dong1
忠	dong1
咚	dong1
中	dong1
董	dong2
懂	dong2
蝀	dong3
疼	dong3
湩	dong3
棟	dong3
凍	dong3
中	dong3
重	dong6
動	dong6
仲	dong6
捅	dong7
都	dou1
唗	dou1
肚	dou2
鬥	dou3
廚	dou5
屠	dou5
圖	dou5
餖	dou6
豆	dou6
芏	dou6
脰	dou6
肚	dou6
竇	dou6
杜	dou6
鍍	dou7
渡	dou7
度	dou7
誅	du1
蛛	du1
株	du1
姝	du1
堆	du1
嘟	du1
賭	du2
睹	du2
楮	du2
堵	du2
著	du3
躕	du5
櫥	du5
帶	dua3
舵	dua6
大	dua7
叱	duah4
單	duan1
丹	duan1
旦	duan3
壇	duan5
惰	duan6
裰	due3
綴	due3
兌	due6
耑	dueng1
端	dueng1
鍛	dueng3
煅	dueng3
斷	dueng3
籪	dueng6
篆	dueng6
段	dueng6
椴	dueng6
斷	dueng6
追	dui1
堆	dui1
扯	dui2
碓	dui3
對	dui3
搥	dui5
捶	dui5
懟	dui6
墮	dui6
墜	dui6
隊	dui7
縋	dui7
突	duk8
柮	duk8
朮	duk8
凸	duk8
鈍	dung1
迍	dung1
諄	dung1
胗	dung1
肫	dung1
礅	dung1
盹	dung1
榃	dung1
敦	dung1
撴	dung1
惇	dung1
屯	dung1
墪	dung1
墩	dung1
堆	dung1
囤	dung1
躉	dung2
盾	dung2
噸	dung2
扽	dung3
脣	dung5
窀	dung5
頓	dung6
遁	dung6
砘	dung6
燉	dung6
炖	dung6
沌	dung6
豬	dv1
除	dv5
箸	dv7
鼟	dvng1
鐺	dvng1
當	dvng1
噔	dvng1
轉	dvng2
頓	dvng3
當	dvng3
長	dvng5
腸	dvng5
塘	dvng5
堂	dvng5
唐	dvng5
盪	dvng6
斷	dvng6
丈	dvng6
緞	dvng7
段	dvng7
塅	dvng7
傳	dvng7
誒	e1
耶	e1
揶	e1
啞	e1
啞	e2
耶	e5
廈	e6
吓	e6
下	e6
隘	eh4
阨	eh4
軛	eh4
扼	eh4
嗌	eh4
厄	eh4
鎰	ek4
臆	ek4
肊	ek4
溢	ek4
霱	ek8
譯	ek8
蜴	ek8
腋	ek8
聿	ek8
翼	ek8
翌	ek8
翊	ek8
繹	ek8
溢	ek8
液	ek8
浴	ek8
易	ek8
斁	ek8
掖	ek8
懌	ek8
憶	ek8
弋	ek8
弈	ek8
嶧	ek8
奕	ek8
埸	ek8
億	ek8
亦	ek8
楹	en5
鸚	eng1
鷹	eng1
鶯	eng1
霙	eng1
英	eng1
膺	eng1
翁	eng1
罌	eng1
罃	eng1
纓	eng1
癭	eng1
瓔	eng1
瑛	eng1
櫻	eng1
攖	eng1
應	eng1
嬰	eng1
嚶	eng1
應	eng3
用	eng7
鉸	ga1
虼	ga1
膠	ga1
鉸	ga2
絞	ga2
較	ga3
窖	ga3
玍	ga3
校	ga3
教	ga3
尕	ga3
咬	ga6
咬	ga7
鉀	gah4
胛	gah4
甲	gah4
岬	gah4
合	gah4
階	gai1
陔	gai1
賅	gai1
該	gai1
荄	gai1
秸	gai1
磑	gai1
皆	gai1
楷	gai1
垓	gai1
喈	gai1
偕	gai1
骱	gai3
鈣	gai3
誡	gai3
蚧	gai3
蓋	gai3
芥	gai3
疥	gai3
界	gai3
斠	gai3
戤	gai3
戒	gai3
廨	gai3
岕	gai3
屆	gai3
尬	gai3
价	gai3
介	gai3
丐	gai3
個	gai5
角	gak4
覺	gak4
結	gak4
礐	gak4
桷	gak4
各	gak4
紺	gam1
監	gam1
疳	gam1
甘	gam1
泔	gam1
尷	gam1
感	gam2
鑒	gam3
鑑	gam3
鍳	gam3
監	gam3
淦	gam3
檻	gam3
柑	gan1
橄	gan2
敢	gan2
酵	gan3
間	gang1
酐	gang1
豇	gang1
蕳	gang1
蕑	gang1
菅	gang1
茳	gang1
艱	gang1
罡	gang1
缸	gang1
綱	gang1
竿	gang1
碙	gang1
犴	gang1
江	gang1
杆	gang1
干	gang1
工	gang1
崗	gang1
岡	gang1
姦	gang1
奸	gang1
剛	gang1
乾	gang1
鐧	gang2
講	gang2
耩	gang2
簡	gang2
筧	gang2
澗	gang2
港	gang2
梘	gang2
柬	gang2
擀	gang2
囝	gang2
降	gang3
諫	gang3
絳	gang3
瞷	gang3
瞯	gang3
洚	gang3
榦	gang3
杠	gang3
旰	gang3
幹	gang3
共	gang7
鴿	gap4
蛤	gap4
合	gap4
鮫	gau1
高	gau1
鞲	gau1
鉤	gau1
郊	gau1
轇	gau1
跤	gau1
蛟	gau1
茭	gau1
篝	gau1
睾	gau1
皋	gau1
溝	gau1
櫜	gau1
槔	gau1
枸	gau1
句	gau1
勾	gau1
交	gau1
縞	gau2
皎	gau2
玖	gau2
狡	gau2
狗	gau2
犒	gau2
槁	gau2
枸	gau2
杲	gau2
攪	gau2
搞	gau2
佼	gau2
九	gau2
鋯	gau3
郜	gau3
誥	gau3
